,ID,Title,Text,Category,Group
106,107,Category:Architectural terminology,,Category:Terminology,2
107,108,Scagliola,"Scagliola (from the Italian scaglia, meaning ""chips""), is a technique for producing stucco columns, sculptures, and other architectural elements that resemble inlays in marble and semi-precious stones. The Scagliola technique came into fashion in 17th-century Tuscany as an effective substitute for costly marble inlays, the pietra dura works created for the Medici family in Florence.
Scagliola is a composite substance made from selenite, glue and natural pigments, imitating marble and other hard stones. The material may be veined with colors and applied to a core, or desired pattern may be carved into a previously prepared scagliola matrix. The pattern's indentations are then filled with the colored, plaster-like scagliola composite, and then polished with flax oil for brightness, and wax for protection. The combination of materials and technique provides a complex texture, and richness of color not available in natural veined marbles.
A comparable material is terrazzo. ""Marmorino"" is a synonym, but scagliola and terrazzo should not be confused with plaster of Paris, which is one ingredient.

Method
Batches of pigmented plaster (ground alabaster or gypsum) modified with animal glue are applied to molds, armatures and pre-plastered wall planes in a manner that accurately mimics natural stone, breccia and marble. In one technique, veining is created by drawing strands of raw silk saturated in pigment through the plaster mix. Another technique involves trowelling on several layers of translucent renders and randomly cutting back to a previous layer to achieve colour differential similar to jasper. When dry, the damp surface was pumiced smooth, then buffed with a linen cloth impregnated with Tripoli (a siliceous rottenstone) and charcoal; finally it was buffed with oiled felt; beeswax was sometimes used for this purpose. Because the colours are integral to the plaster, the pattern is more resistant to scratching than with other techniques, such as painting on wood.
There are two scagliola techniques: in traditional Bavarian scagliola coloured batches of plaster of Paris are worked to a stiff, dough-like consistency. The plaster is modified with the addition of animal glues such as isinglass or hide glue. Marezzo scagliola or American scagliola is worked with the pigmented batches of plaster in a liquid state and relies mainly on the use of Keene's cement, a unique gypsum plaster product in which plaster of Paris was steeped in alum or borate, then burned in a kiln and ground to a fine powder; invented around 1840, it sets to an exceptionally hard state. It is typically used without the addition of animal glues. Marezzo scagliola is often called American scagliola because of its widespread use in the United States in the late nineteenth and early twentieth century. Slabs of Marezzo scagliola may be used as table tops. When set, scagliola is hard enough to be turned on a lathe to form vases, balusters and finials.

In history
While there is evidence of scagliola decoration in ancient Roman architecture, scagliola decoration became popular in Italian Baroque buildings in the 17th century, and was imitated throughout Europe until the 19th century. An early use of scagliola in England is in a fireplace at Ham House, Surrey, which was brought from Italy along with the window cill in the reign of Charles II. This employs the use of a scagliola background which was then cut into to lay in the design. Superb altar frontals using this tehcnique are to found at the Certosa di Loro at Padula in the Campania, South West Italy. In 1761, a scagliolisto, Domenico Bartoli, from Livorno arrived in London and was employed by William Constable of Burton Constable in Yorkshire. Here he produced two chimneypieces in white marble inlaid with the scagliola embellishments directly into cut matrices in the marble. Apart from the protective edges of altars at Padula this seems to the first use of this technique. In 1766, he went into partnership with Johannes Richter, possibly from Dresden, who may have brought a young Pietro Bossi with him. The name Bossi, however, is associated with a family of Northern Italian scagliolisti. Bartoli certainly supplied table tops to Ireland and one chimneypiece at Belvedere House in Dublin could be attributed to Richter. Their styles are very different. There is little evidence that either of them came to Ireland. Pietro Bossi though arrived in Dublin in 1784 and probably died there in 1798. He produced a number of chimneypieces in Dublin of very good quality. Scagliola inlay proved to be desirable in Ireland and there appears to be a continuation long after it became unfashionable in England. In 1911, Herbert Cescinsky, in English Furnitureremarked that scagliola had been popular in Dublin fifty years before. This would explain one at 86, Stephen's Green, clearly an 18th. Century chimneypiece, which has been later embellished in the mid 19th. Century for Crofton Vanderleur, formerly at 4, Parnell Square. A later firm, Sharpe & Emery, Pearce St., Dublin produce a number of examples in the neo-classical Bossi style, sometimes using original chimneypieces.

The correspondence between British Resident in Florence Sir Horace Mann and Horace Walpole describes the process of obtaining a prized scagliola table top. Having received his first top from the Irishman Friar Ferdinando Henrico Hugford (1695–1771) around 1740 Walpole had asked his friend Mann to acquire some more... (one of these tables is at The Vyne. That table has the arms of Walpole (with his post 1726 Garter Knight embellishments) impaling Shorter - for Prime Minister Sir Robert Walpole and his first wife Catherine Shorter, who died 20 August 1737. He married Maria Skerret in early 1738, thus The Vyne's table could seem have been ordered before c1736-37).
In a letter dated 26 November 1741 Mann writes to Walpole:

Your scagliola table was near finished when behold the stone on which the stuff is put, opened of itself so that all that was done, to his [Hugford's] great mortification is spoilt. He would have been off for beginning again on account of his eyes etc., but I have begged he will do it and he is about it

and on 15 July 1742:

Your scagliola table is almost finished (you remember the first he [Hugford] undertook broke when near done) and is very handsome, but even in this commission my success is not complete, for I cannot persuade the padre [Hugford] to make its companion

and on 30 October 1742:

Your scagliola table is finished, though I have not got it home. The nasty priest [Hugford] will have 25 zecchins [£12 10s] besides many thanks, for the preference given to me, for some simple English have been tampering with him and offered 30 to get it, though it is by no means such a fine performance. The priest wishes I would not take it, as he would make a present of it to the Pope. He leaves Florence for good

and on 11 July 1747:

You bid me get you two scagliola tables, but don't mention the size or any other particulars. The man who made yours is no longer in Florence. Here is a scholar of his [Don Pietro Belloni?], but vastly inferior to him, and so slow in working that he has been almost three years about a pair for a Mr Leson [Joseph Leeson], and requires still six months more. I will endeavour to get somebody to write to the first friar [Hugford] and to engage him to make two tables in his convent and send them to Florence, of which I hope to be able to give you an account by next post.

and on 10 October 1749:

I am glad your scagliola tables please. You must make the greater account of them, as it is impossible to get any more of the same man [Hugford], nor indeed of his disciple here [Belloni], who is a priest too, and has been four years about a pair I bespoke of him, which he tells me plainly he cannot finish in less than two more. They work for diversion and won't be hurried.

In modern times—Tusmore House, Oxfordshire:

The great triumph of the saloon, however, is the use of scagliola, including the richly coloured and figured Sienna shafts of the eight fluted Corinthian columns...and the urns, entablature and balustrade to the second-floor landing which gives access to four plaster-vaulted ante rooms serving the main bedrooms. All this scagliola was produced by Richard Feroze, England's leading contemporary scagliola-maker.

Italian plasterworkers produced scagliola columns and pilasters for Robert Adam at Syon House (notably the columns in the Anteroom) and at Kedleston (notably the pilasters in the Saloon). In 1816 the Coade Ornamental Stone Manufactory extended their practice to include scagliola; their scagliola was used by Benjamin Dean Wyatt at Apsley House, London.
In the United States scagliola was popular in the 19th and 20th centuries. Important US buildings featuring scagliola include the Mississippi State Capitol in Jackson, Mississippi (1903), Allen County Courthouse in Fort Wayne, Indiana, Belcourt Castle in Newport, Rhode Island, in the old El Paso County Courthouse (Colorado) in Colorado Springs, in the Kansas State Capitol in Topeka, Kansas, in Shea's Performing Arts Center in Buffalo, New York, and in the Navarro County Courthouse in Corsicana, TX. St. Louis Union Station in St. Louis, Missouri, prominently features scagliola in its magnificent Grand Hall, the Rialto Square Theatre, Joliet, IL, Cathedral of St. Helena in Helena, MT, Milwaukee Public Library Central Library in Milwaukee, WI and the French Lick Resort Casino, French Lick, IN which recently underwent a major restoration.
Scagliola has historically been considered an ersatz material and an inexpensive alternative to natural stone. However, it has eventually come to be recognised as an exceptional example of the plasterer's craft and is now prized for its historic value as well as being used in new construction because of its benefits as a plastic material suited to molding in ornate shapes.
Scagliola columns are not generally built of the solid material. Instead scagliola is trowelled onto a canvas which is wrapped around the column's core, and the canvas peeled away when semi-hardened. The scagliola is then surfaced in place.
The Verde Antique columns and pilasters in the Ante Room at Syon House are made out of marble not Scagliola as it is widely perceived (a beautiful and rare, predominantly green marble that was quarried in Larissa of Greece since antiquity). The intriguing fact with these columns is that they are not solid. Round sections of marble were painstakingly cut as a veneer of an approximate thickness of 5–6 mm and then glued onto a column core that is hollow and was made out of, probably, plaster. On closer inspection the viewer can see the joints of the various sections and the discerning eye will soon realise that what he/she is looking at is in fact Verde Antique veneered marble and not Verde Antique Scagliola. The 3.6 metre high Verde Antique Scagliola columns that can be seen at Dropmore House, Buckinghamshire, are based on the colours and design of this historical work at Syon House and both research and execution of these new columns were undertaken recently by the contemporary Scagliolist Michael Koumbouzis.

See also
Sgraffito
Stucco
Terrazzo
Venetian plaster
Coade stone

References
John Fleming, ""The Hugfords of Florence"", The Connoisseur, 1955, cxxxvi. 109.
Conor O'Neill, In Search of Bossi, The Journal of the Irish Georgian Society, Vol. I, 1998, pp.146-175
A. M. Massinelli, Scagliola. L'arte della pietra di luna' it:Bianco Bianchi (artigiano), Roma, 1997 ISBN 88-7060-367-9
R. de Salis, Fane-Stanhope scagliola, London, 2008.
Donald Cameron, Scagliola Inlay Work: the problems of attribution, The Journal of the Irish Georgian Society, Vol. VII, 2004, pp. 140 - 155
Patrick Pilkington: The Chimneypiece in Ireland in the 18th. Century, Ireland's Antiques & Period Properties, Vol. 5, no.2, 2008-9 pp. 78-82.


== Notes ==",Category:Craft materials,2
108,109,Sacred geometry,"Sacred geometry ascribes symbolic and sacred meanings to certain geometric shapes and certain geometric proportions. It is associated with the belief that a god is the geometer of the world. The geometry used in the design and construction of religious structures such as churches, temples, mosques, religious monuments, altars, and tabernacles has sometimes been considered sacred. The concept applies also to sacred spaces such as temenoi, sacred groves, village greens and holy wells, and the creation of religious art.

As worldview and cosmology
The belief that a god created the universe according to a geometric plan has ancient origins. Plutarch attributed the belief to Plato, writing that ""Plato said god geometrizes continually"" (Convivialium disputationum, liber 8,2). In modern times, the mathematician Carl Friedrich Gauss adapted this quote, saying ""God arithmetizes"".
As late as Johannes Kepler (1571–1630), a belief in the geometric underpinnings of the cosmos persisted among some scientists.

Natural forms
According to Stephen Skinner, the study of sacred geometry has its roots in the study of nature, and the mathematical principles at work therein. Many forms observed in nature can be related to geometry; for example, the chambered nautilus grows at a constant rate and so its shell forms a logarithmic spiral to accommodate that growth without changing shape. Also, honeybees construct hexagonal cells to hold their honey. These and other correspondences are sometimes interpreted in terms of sacred geometry and considered to be further proof of the natural significance of geometric forms.

Art and architecture
Geometric ratios, and geometric figures were often employed in the architectural designs of ancient Egyptian, ancient Indian, Greek and Roman. Medieval European cathedrals also incorporated symbolic geometry. Indian and Himalayan spiritual communities often constructed temples and fortifications on design plans of mandala and yantra.
Many of the sacred geometry principles of the human body and of ancient architecture were compiled into the Vitruvian Man drawing by Leonardo da Vinci. The latter drawing was itself based on the much older writings of the Roman architect Vitruvius.

In Hinduism
The Agamas are a collection of Sanskrit, Tamil and Grantha scriptures chiefly constituting the methods of temple construction and creation of idols, worship means of deities, philosophical doctrines, meditative practices, attainment of sixfold desires and four kinds of yoga.
Elaborate rules are laid out in the Agamas for Shilpa (the art of sculpture) describing the quality requirements of such matters as the places where temples are to be built, the kinds of image to be installed, the materials from which they are to be made, their dimensions, proportions, air circulation, and lighting in the temple complex. The Manasara and Silpasara are works that deal with these rules. The rituals of daily worship at the temple also follow rules laid out in the Agamas.

Unanchored geometry
Stephen Skinner discusses the tendency of some writers to place a geometric diagram over virtually any image of a natural object or human created structure, find some lines intersecting the image and declare it based on sacred geometry. If the geometric diagram does not intersect major physical points in the image, the result is what Skinner calls ""unanchored geometry"".

See also
Circle dance
Harmony of the spheres
Lu Ban and Feng shui
Magic circle
Shield of the Trinity

References
Further reading
Bain, George. Celtic Art: The Methods of Construction. Dover, 1973. ISBN 0-486-22923-8.
Bromwell, Henry P. H. (2010). Townley, Kevin, ed. Restorations of Masonic Geometry and Symbolry: Being a Dissertation on the Lost Knowledges of the Lodge. Lovers of the Craft. ISBN 0-9713441-5-9. Archived from the original on 2012-02-03. Retrieved Jan 7, 2012. 
Bamford, Christopher, Homage to Pythagoras: Rediscovering Sacred Science, Lindisfarne Press, 1994, ISBN 0-940262-63-0
Critchlow, Keith (1970). Order In Space: A Design Source Book. New York: Viking. 
Critchlow, Keith (1976). Islamic Patterns: An Analytical and Cosmological Approach. Schocken Books. ISBN 0-8052-3627-9. * Lawlor, Robert. Sacred Geometry: Philosophy and practice (Art and Imagination). Thames & Hudson, 1989 (1st edition 1979, 1980, or 1982). ISBN 0-500-81030-3.
Iamblichus; Robin Waterfield; Keith Critchlow; Translated by Robin Waterfield (1988). The Theology of Arithmetic: On the Mystical, Mathematical and Cosmological Symbolism of the First Ten Numbers. Phanes Press. ISBN 0-933999-72-0. 
Johnson, Anthony: Solving Stonehenge, the New Key to an Ancient Enigma. Thames & Hudson 2008 ISBN 978-0-500-05155-9
Lesser, George (1957–64). Gothic cathedrals and sacred geometry. London: A. Tiranti. 
Lippard, Lucy R. Overlay: Contemporary Art and the Art of Prehistory. Pantheon Books New York 1983 ISBN 0-394-51812-8
Mann, A. T. Sacred Architecture, Element Books, 1993, ISBN 1-84333-355-4.
Michell,John. City of Revelation. Abacus, 1972. ISBN 0-349-12320-9.
Schneider, Michael S. A Beginner's Guide to Constructing the Universe: Mathematical Archetypes of Nature, Art, and Science. Harper, 1995. ISBN 0-06-092671-6
Steiner, Rudolf; Creeger, Catherine (2001). The Fourth Dimension : Sacred Geometry, Alchemy, and Mathematics. Anthroposophic Press. ISBN 0-88010-472-4. 
The Golden Mean, Parabola magazine, v.16, n.4 (1991)
West, John Anthony, Inaugural Lines: Sacred geometry at St. John the Divine, Parabola magazine, v.8, n.1, Spring 1983.

External links
Sacred geometry at Curlie (based on DMOZ)",Category:Geometry,2
109,110,Architectural Barriers Act of 1968,"The Architectural Barriers Act of 1968 (""ABA"", Pub.L. 90–480, 82 Stat. 718, enacted August 12, 1968, codified at 42 U.S.C. § 4151 et seq.) is an Act of Congress, enacted by President Lyndon B. Johnson.
The ABA requires that facilities designed, built, altered, or leased with funds supplied by the United States Federal Government be accessible to the public. For example, it mandates provision of disabled-access toilet facilities in such buildings.  The ABA marks one of the first efforts to ensure that certain federally funded buildings and facilities are designed and constructed to be accessible to people with disabilities. Facilities that predate the law generally are not covered, but alterations or leases undertaken after the law took effect can trigger coverage.
Uniform standards for the design, construction and alteration of buildings so that persons with disabilities will have ready access to and use of them. These Uniform Federal Accessibility Standards (UFAS) are developed and maintained by an Access Board and serve as the basis for the standards used to enforce the law. The Board enforces the ABA by investigating complaints concerning particular facilities. Four Federal agencies are responsible for the setting the standards: the Department of Defense, the Department of Housing and Urban Development, the General Services Administration, and the U.S. Postal Service. These federal agencies are responsible for ensuring compliance with UFAS when funding the design, construction, alteration, or leasing of facilities. Some departments have, as a matter of policy, also required compliance with the Americans with Disabilities Act accessibility guidelines (which otherwise do not apply to the Federal sector) in addition to UFAS.

Structure
The ABA (as amended) consists of seven sections:
Section 1 defines the buildings or facilities covered by the Act.
Section 2, 3, 4 and 4a describe the role of each standards-setting agency.
The General Services Administration (GSA) prescribes standards for all buildings subject to the Architectural Barriers Act that are not covered by standards issued by the other three standard-setting agencies;
The Department of Defense (DoD) prescribes standards for DoD installations;
The Department of Housing and Urban Development (HUD) prescribes standards for residential structures covered by the Architectural Barriers Act except those funded or constructed by DoD;
The U.S. Postal Service (USPS) prescribes standards for postal facilities.

Section 5 states that buildings designed, constructed, or altered after the effective date (August 12, 1968) are covered under the Act.
Section 6 concerns modification of standards and the granting of waivers.
Section 7a requires that the Administrator of General Services report to Congress on his or her activities as they pertain to the act.
Section 7b amends the Act to ensure compliance with the standards, by the establishment an independent Federal agency, the Architectural and Transportation Barriers Compliance Board established by section 502 of the Rehabilitation Act of 1973. 7b also requires report of the Compliance Board to the Senate ""activities and actions to insure compliance with the standards prescribed under this Act.""


== References ==",Category:Webarchive template wayback links,2
110,111,Architectural management,"Architectural management falls into two distinct parts, office management and project management (Brunton et al., 1964; Emmitt, 1999a & 1999b). Office management provides an overall framework within which individual projects are commissioned, designed and completed. Both parts have the same objectives but are typically addressed by separate management systems. Office management involves the allocation and financing of resources, principally premises, trained staff and computer systems, and on establishing and charging appropriate fees for the services rendered. Project management focuses on timescales, developing a design from initial concept to working drawings, and managing the construction process (see for example Emmitt, 2014).
The essence of architectural management is to ensure that work on a project is cost effective, to achieve a balance between profitability and design quality.

Development
Standard management techniques and tools, borrowed mainly from repetitive industrial processes, have not always fitted comfortably with the image of the architect as a creative individual, rather than a professional member of a business team. The term ‘architectural management’ has been in use since the 1960s as building construction became more complex, because of a shift from standard traditional construction details, to innovation and experimentation. Architectural practices generally employ an office manager who may have at their disposal an administration assistant or team of assistants. Project management is increasingly a role played by an independent consultant, especially during the construction phase. Project managers are typically from one of the surveying disciplines, leaving only the architectural elements to be managed in-house by the architects.

See also
Building management

Bibliography
Brunton, J.; Baden Hellard, R.; Boobyer, E.H. (1964). ""Management Applied to Architectural Practice"". The Builder. London. 
Emmitt, Stephen (1999a). ""Architectural management: an evolving field"". Engineering, Construction and Architectural Management. 6 (2): 188–196. #
Emmitt, Stephen (1999b). Architectural Management in Practice: a competitive approach. Harlow: Longman. 
Emmitt, Stephen (2014). ""Design Management for Architects, Second Edition"". Chichester: Wiley-Blackwell. 
Emmitt, Stephen; Matthijs Prins; Ad den Otter (2009). Architectural management: International research and practice. Oxford: Wiley-Blackwell. 
Emmit, Stephen (2007). Design Management for Architects. Oxford: Blackwell Publishing. 
Boissevain, Gustaaf W.O.; Matthijs Prins (1995). ""Architectural management and design management - the state of the art in Netherlands and ideas for research"". International Journal of Architectural Management, Practice and Research. 9.",Category:Management science,2
111,112,Category:Works about architecture,,Category:Architecture,2
112,113,Post-occupancy evaluation,"Post Occupancy Evaluation (POE) has its origins in Scotland and the United States and has been used in one form or another since the 1960s. Preiser and colleagues  define POE as

""the process of evaluating buildings in a systematic and rigorous manner after they have been built and occupied for some time""

The unique aspect of Post Occupancy Evaluation is that it generates recommendations based on all stakeholder groups' experiences of subject buildings' affects on productivity and wellbeing.

Purposes of POE
Post Occupancy Evaluations is used to improve the ways that buildings are used to support productivity and wellbeing.
Specifically it is used to:
Account for building quality
Inform planning and briefing (programming) for new buildings and alterations
Troubleshoot building/use problems (such as change management and new work styles)
The British Council for Offices (BCO) summarises that a POE provides feedback of how successful the workplace is in supporting the occupying organization and the requirements of individual end-users. The BCO also suggests that POE can be used to assess if a project brief has been met. Furthermore, the BCO recommends that POE is used as part of the Evidence-based design process, where the project usually refers to a building design fit-out or refurbishment, or to inform the project brief where the project is the introduction of a new initiative, system or process. POE usually involves feedback from the building occupants, through questionnaires, interviews and workshops, but may also involve more objective measures such as environmental monitoring, space measurement and cost analysis.

Building interest groups
Post Occupancy Evaluations involve all stakeholder groups with interests in the subject buildings. Stakeholders are typically:
Employees - working in the buildings
Clients, customers, students, prisoners, guests and patients - receiving services in the buildings
Project sponsors, architects, engineers, builders - who produced the building
Maintenance managers, tradespeople and cleaners - who maintain the building
Future generations (represented by architects) - who will live in the environmental polluted by the buildings' construction and operation

Components of POE
The POE process provides value-neutral prompts to stimulate stakeholders to make testable observations about their experiences of buildings' effect on productivity and wellbeing. These observations are clarified and documented by the evaluator. Stakeholders' testable observations will be specific to building design,use and operating conditions and these may involve ""negotiation"" of all three dimensions of building evaluation to realise the optimum ways of achieving productivity and wellbeing.
Recommendations are based on complete set of stakeholders' observations. Most recommendations are to inform planning and design of future new buildings the operational practices. They also generate some recommendations for modifications to the subject buildings and for changes in the ways that they are used. POE evaluators may recommend monitoring, research, investigation or project management studies.
Some POE include other building studies. POE incorporate may include quantitative and qualitative techniques. Most POEs will involve seeking feedback from the occupants of the place being evaluated; this may be achieved through various survey methodology including questionnaire, interview or focus group. The occupant feedback may be supplemented by environmental monitoring, such as temperature, noise levels, lighting levels and indoor air quality. More recently, POEs tend to include sustainable measures such as energy consumption, waste levels, and water usage. Other commonly used quantitative measures include space metrics, for example occupational density, space utilization and tenant efficiency ratio. Cost, either expressed as the cost of the project per square meter or the total cost of occupancy, is considered a key metric in building evaluation and may be compared with the occupant feedback to provide a better understanding of value.
Some new approaches have been implemented in IEQ and occupant satisfaction study. Hua and Göçer reported a post-occupancy evaluation study of a LEED Platinum building on a university campus, using a multiple-tool POE approach and geographic information system (GIS) spatial mapping method. The evaluation consisted of building environment satisfaction survey, a workspace condition checklist that documented the physical indoor environment conditions, follow-up interviews, spot measurements of light levels using illuminance meter, continuous measurements of temperature and relative humidity, and a documentation of floor plan, façade elements, electric lighting system features, and control scheme. Spatial mapping of measured performance helped to identify specific possible causes of problems for improvement.

POE at any stage after building occupancy
The term ""post occupancy"" can be confusing and simply refers to an occupied building rather than a vacant one. Furthermore, POEs may be conducted at regular intervals to monitor how the building facilities and its operation are currently supporting the occupants. A pre-project POE may be used to:
Document ways in which stakeholders experience buildings
To inform the briefing and design process for proposed buildings and building alterations
To negotiate and resolve new building features and qualities, which compromise productivity and well being
Measure a dimension of project success
feedback and feed-forward
Set a baseline for measurement
Establish benchmark data
Input to the change management programme and to align change management and design
Highlight where future investments may be best placed, and best avoided
A POE is often carried out six to twelve months after construction work is complete and buildings are occupied. Post Occupancy Evaluations are also undertaken at any time buildings' ""lives""; particularly to understand stakeholders' experience of them, for briefing alterations and changes.

Any built environment accommodating people
POE's have been conducted of facilities for schools, universities, technical institutes, kindergartens, museums, offices, courts, corrections, military, hospitals, landscape/civil works, learning environments, libraries, jails, police stations, housing, health centres and zoos. It would be equally possible to apply POE techniques to ships and ""virtual"" environments. POE has been applied to selected parts of buildings, aspects of buildings and groups of buildings on the same campus and several sites.

Independent evaluation
POE is usually carried out by architects or building professionals with a social science or workplace consulting background. POE by independent consultants can offer an impartial evaluation.

Other building studies
POE can be informed by reference to other building studies and POEs sometimes recommend other studies such as:
Energy audit
Survey (human research)
Post Implementation Review
Proprietary building rating schemes
Noise measurements
Indoor Air Quality measurements
Benefits realisation management
Building (maintenance) inspection
Life-cycle assessment
Valuation
Environmental rating schemes (BREEAM, Green Star, LEED)

Relevant Organisations
POE has been developed and discussed within these organisations:
International Association for People-Environment Studies
Environment Design Research Association

References
External links
postoccupancyevaluation.com",Category:Architecture,2
113,114,Category:Architecture by country,,Category:Arts by country,2
114,115,Project for a metropole,,Category:All articles lacking sources,2
115,116,Computerized Approach to Residential Land Analysis (CARLA),"Computerized Approach to Residential Land Analysis, known as CARLA, was a proprietary software program developed by the architectural firm Willis & Associates of San Francisco, California, in 1971.

Overview
In the 1970s, there were not many architectural and engineering firms that recognized the computer’s potential as a tool for financial evaluation. Reynolds, Smith & Hills, a firm in Jacksonville, Florida, produced managing software designed to organize an array of financials that could help identify a successful development investment strategy. This application was limited to financial analysis and marked the first phase of computer application in architecture. In 1971, Willis and Associates innovated the computer’s spatial analysis capacities for application in architectural and land planning practices, foreshadowing the eventual development of computer-aided design and mapping programs in architecture and urban planning. CARLA was able to produce in a twenty-day period what by traditional methods and analyses would achieve in four to six months, allowing land development and construction to take place more rapidly. This was an important consideration in the 1970s when rates of inflation were rising and construction delays could introduce significant cost increases. CARLA could process “500% more information in 400% less time and at 40% of the cost generated by utilizing the more traditional methods.”

Software Development
CARLA was a customized software program conceived by Beverly Willis and written in house by a Harvard Graduate School of Design student, Jochen Eigen, designed to analyze prospective land parcels for their development potential as large-scale multi-unit complexes. Jochen Eigen wrote the programming scripts that directed CARLA as the managing software to interface a variety of planning unit concepts with a mapping program that could then process a variety of planning proposals against the site’s fixed fields of relevant data. The data was extracted from traditional analog topographical maps soil analysis, and marketing information.
Once the physical characteristics were entered into CARLA, the computer could generate contour perspectives of the site from any point plotted along an x, y, x axis and help identify areas of common building suitability, natural drainage patterns slope analysis and areas requiring cut and fill. Using the CARLA grid as a structural template, multiple planning unit concepts were introduced and profiled against the site’s fixed characteristics and CARLA would then determine what plan, how many building units and of what variety could be successfully integrated into designated areas within the site. These tests were repeated until a match that produced environmentally and economically sound results was identified.
The computer graphic information reports were represented either in the form of topographical site perspectives, contour maps or as a sequence of numeric values organized within a template matrix that allowed the architect to identify the optimal relationships and planning concept. This work then became the basis for presentation materials that were used to introduce the client/developer to the proposed designs.

Selected Projects
IRS Computer Center Building (unbuilt)
In 1976, Willis & Associates was awarded a federal building commission from the General Services Administration (GSA) in Washington, D.C., representing the Internal Revenue Service (IRS), and administered by the GSA office in Kansas City, Missouri. The project was conceived by the IRS as a prototype design that would be site-adapted for nine subsequent buildings in IRS regions across the country. The Computer Center Building was part of an $800 million dollar program to automate tax returns at tax processing campuses servicing different IRS regions nationwide. Willis & Associates’ program CARLA provided the technical knowledge required for the IRS Computer Center Building.

Aliamanu Valley Community for Military Family Housing (1978)
In 1974, Willis & Associates, Inc., was awarded an architectural and engineering contract for the design and plan of the Aliamanu Valley Community for Military Housing in Honolulu, Hawaii. The project was a $110 million complex of 11,500 inhabitants, residing in 525 buildings on a 524-acre site. It was the first joint family housing venture in Hawaii. The community consisted of an Army-Navy complex of 2,600 family apartments: 1,600 Army apartments, 800 Navy apartments, and 200 for the Marine Corps.
Though CARLA had been previously used in designing multi-housing complexes on challenging sites, the Aliamanu site presented a greater challenge due to a non-active volcanic crater floor in a one hundred year old flood plain of clay. Fundamental to the development of an economical land-use plan for Aliamanu was the firm’s belief that the “best site plans are those that least disturb the land, that preserve the natural drainage channels and minimize need to cut and fill.” Land planning decisions were based on the principle?Less construction means less destruction. CARLA’s analyses allowed for less earth-moving for the project, causing less destruction to the environment and lowering overall construction costs.

Gallery


== References ==",Category:History of software,2
116,117,Space Group Company,"Space Goup is an international renown architecture office established in 1999 in Oslo, Norway and created by Gary Bates and Gro Bonesmo. Prior to founding Space Group, they worked with OMA/Rem Koolhaas, which they later on collaborated for the Vestbanen project in Oslo.
The firm is also known for leading large master plan development and research. One of their current involvement is for the project ""8 million city""/Station City, connecting Oslo to Copenhagen by train. They were the curator of the Nordic Pavilion at the 14th International Architecture Exhibition at the Venice Biennale in 2014.

Notable work
Verkstedhallen, Aker Brygge, Oslo (completed 2014)
Aker Brygge Masterplan, Oslo (completed 2014)
Nedregate Cultural District, Oslo (completed 2013)
Trondheim Clarion Hotel & Congress, Trondheim (completed 2012)
Luftfartstilsynet - Norwegian Civil Aviation HQ, Bodø (completed 2011)
Blue Moon House SRH, Groningen (completed 2001)
Varner House, Asker (completed 2003)

Main competitions
2012 Nye Ruten with Superunion (Sandnes, Norway)
2010 Opera And Culture House with Brisac Gonzalez (Kristiansand, Norway)
2008 Oslo Central Station (Oslo, Norway)
2008 Luftfartstilsynet - Norwegian Civil Aviation HQ (Bodø, Norway)
2002 Oslo West Station Library & Museum with OMA and REX Architecture (Oslo, Norway)

Selected awards
2013 Metall 13, Clarion Hotel and Congress Trondheim, Norway
2013 Oslo bys arkitekturpris Nedregate Culture District / Nedregate 5-7, Oslo, Norway
2012 DNB Eiendomspris Clarion Hotel and Congress Trondheim, Norway
2012 Houens Fund Diploma Varner House, Asker, Norway
2005 European Steel Award Varner House, Asker, Norway
2005 International Architectural Biennal Rotterdam, curator Adriaan Geuze – ‘THE FLOOD’ Catamaran City

Publication
SPACEGROUP, Norway: Untitled 2000-2008 DD30 Damdi Publishing Company Publishers. 2008. ISBN 978-8-99111-137-0

Exhibitions
2015 Snapshot Galleri Rom, Oslo
2015 Forms of Freedom. African Independence and Nordic Models, Nasjonalmuseet – Arkitektur, Fehn-paviljongen
2014 Forms of Freedom curator of Nordic Pavilion, Venice Biennale
2011 From Skin to Flesh Galeria Eduardo Fernandes, São Paulo, curated by Ricardo de Ostos
2012 Light Houses: On the Nordic Common Ground. Nordic Pavilion, Venice Biennale
2004 SPACE GROUP: Exposed Experiment Change, Galleri Rom, Oslo

References
External links
SPACEGROUP official website",Category:Architecture,2
